*CTE&TEMPERATURE		13634

1	365.029437
2	360.03783
3	360.03783
4	365.029437
5	365.01657
6	364.581756
7	351.892398
8	349.831699
9	349.770428
10	351.718142
11	364.418181
12	364.714136
13	364.714136
14	364.418181
15	351.718142
16	349.770428
17	349.831699
18	351.892398
19	364.581756
20	365.01657
21	355.347032
22	358.28767
23	358.272141
24	357.763712
25	343.737482
26	341.521566
27	341.461193
28	343.550745
29	357.573789
30	357.923564
31	357.923564
32	357.573789
33	343.550745
34	341.461193
35	341.521566
36	343.737482
37	357.763712
38	358.272141
39	358.28767
40	355.347032
41	365.01657
42	364.581756
43	351.892398
44	349.831699
45	349.770428
46	351.718142
47	364.418181
48	364.714136
49	364.714136
50	364.418181
51	351.718142
52	349.770428
53	349.831699
54	351.892398
55	364.581756
56	365.01657
57	365.029437
58	360.03783
59	355.347032
60	358.28767
61	358.272141
62	357.763712
63	343.737482
64	341.521566
65	341.461193
66	343.550745
67	357.573789
68	357.923564
69	357.923564
70	357.573789
71	343.550745
72	341.461193
73	341.521566
74	343.737482
75	357.763712
76	358.272141
77	358.272141
78	357.763712
79	343.737482
80	341.521566
81	341.461193
82	343.550745
83	357.573789
84	357.923564
85	357.923564
86	357.573789
87	343.550745
88	341.461193
89	341.521566
90	343.737482
91	357.763712
92	358.272141
93	358.28767
94	355.347032
95	360.03783
96	365.029437
97	365.01657
98	364.581756
99	351.892398
100	349.831699
101	349.770428
102	351.718142
103	364.418181
104	364.714136
105	364.714136
106	364.418181
107	351.718142
108	349.770428
109	349.831699
110	351.892398
111	364.581756
112	365.01657
113	365.01657
114	364.581756
115	351.892398
116	349.831699
117	349.770428
118	351.718142
119	364.418181
120	364.714136
121	364.714136
122	364.418181
123	351.718142
124	349.770428
125	349.831699
126	351.892398
127	364.581756
128	365.01657
129	358.272141
130	357.763712
131	343.737482
132	341.521566
133	341.461193
134	343.550745
135	357.573789
136	357.923564
137	357.923564
138	357.573789
139	343.550745
140	341.461193
141	341.521566
142	343.737482
143	357.763712
144	358.272141
145	366.61212
146	364.733511
147	359.739767
148	359.975772
149	359.996276
150	359.869169
151	359.996276
152	359.975772
153	359.739767
154	366.156092
155	351.482269
156	352.192524
157	351.364735
158	351.364735
159	352.192524
160	351.482269
161	360.286188
162	360.530332
163	360.779397
164	361.019049
165	361.280786
166	361.520927
167	361.767874
168	362.013064
169	362.261259
170	362.518397
171	362.741214
172	362.925263
173	363.107384
174	363.084404
175	362.751225
176	362.427263
177	362.046067
178	361.636629
179	361.204901
180	360.779798
181	360.37488
182	359.950368
183	359.544544
184	359.119169
185	358.691192
186	358.284019
187	357.856498
188	357.445757
189	357.010377
190	356.604154
191	356.180294
192	355.755805
193	355.755805
194	356.180294
195	356.604154
196	357.01038
197	357.445757
198	357.856433
199	358.283982
200	358.691192
201	359.119267
202	359.544544
203	359.95035
204	360.374867
205	360.779798
206	361.204924
207	361.636644
208	362.046067
209	362.427164
210	362.751196
211	363.084404
212	363.10748
213	362.925268
214	362.741214
215	362.518397
216	362.261259
217	362.013064
218	361.767874
219	361.520927
220	361.280786
221	361.019049
222	360.779397
223	360.530332
224	360.286188
225	364.98217
226	364.941338
227	364.895076
228	364.852148
229	364.807459
230	364.764696
231	364.718641
232	364.676122
233	364.631271
234	364.586673
235	364.535862
236	364.462338
237	364.387736
238	364.238626
239	363.95122
240	363.6767
241	363.371739
242	363.060158
243	362.737816
244	362.412364
245	362.103644
246	361.781901
247	361.472863
248	361.151121
249	360.832434
250	360.516618
251	360.192241
252	359.879374
253	359.555233
254	359.242236
255	358.919794
256	358.600249
257	358.557346
258	358.895409
259	359.206524
260	359.507779
261	359.844692
262	360.1718
263	360.48096
264	360.782537
265	361.108818
266	361.441137
267	361.760426
268	362.067575
269	362.368115
270	362.688315
271	363.02036
272	363.34472
273	363.650176
274	363.911827
275	364.188934
276	364.34346
277	364.426812
278	364.514896
279	364.554232
280	364.588791
281	364.629098
282	364.685832
283	364.745811
284	364.774995
285	364.810299
286	364.864545
287	364.920322
288	364.945053
289	358.042284
290	358.382448
291	358.690806
292	358.983117
293	359.322571
294	359.646808
295	359.953674
296	360.246378
297	360.572008
298	360.905518
299	361.221018
300	361.526398
301	361.819052
302	362.134661
303	362.468089
304	362.790193
305	363.09453
306	363.354129
307	363.624832
308	363.78525
309	363.883028
310	363.977544
311	364.024584
312	364.065442
313	364.11376
314	364.187344
315	364.255447
316	364.292081
317	364.33219
318	364.403057
319	364.467687
320	364.495393
321	343.999462
322	344.265492
323	344.535328
324	344.795718
325	345.067496
326	345.328777
327	345.600363
328	345.861412
329	346.130375
330	346.398395
331	346.656485
332	346.926005
333	347.185086
334	347.454831
335	347.725057
336	347.984876
337	348.251826
338	348.505326
339	348.768951
340	349.002759
341	349.232277
342	349.461669
343	349.679792
344	349.905623
345	350.122041
346	350.345197
347	350.568337
348	350.784784
349	351.010439
350	351.227948
351	351.452917
352	351.664371
353	341.693439
354	342.01695
355	342.26392
356	342.469637
357	342.800289
358	343.071739
359	343.313372
360	343.509323
361	343.806376
362	344.12037
363	344.369519
364	344.61939
365	344.820425
366	345.077323
367	345.405381
368	345.681072
369	345.938694
370	346.167494
371	346.371123
372	346.616031
373	346.910839
374	347.179262
375	347.433072
376	347.623857
377	347.815563
378	348.110874
379	348.385322
380	348.614505
381	348.78752
382	349.066602
383	349.333876
384	349.500205
385	341.698956
386	341.993448
387	342.257482
388	342.485359
389	342.786383
390	343.038682
391	343.304785
392	343.533945
393	343.828876
394	344.090498
395	344.337425
396	344.603126
397	344.844396
398	345.106114
399	345.395776
400	345.642057
401	345.902945
402	346.159509
403	346.399345
404	346.638429
405	346.897457
406	347.148962
407	347.39901
408	347.647377
409	347.83453
410	348.100884
411	348.352562
412	348.599158
413	348.802879
414	349.058339
415	349.310128
416	349.50389
417	343.745403
418	344.098905
419	344.36508
420	344.554354
421	344.901571
422	345.158326
423	345.430973
424	345.626917
425	345.960276
426	346.224659
427	346.475411
428	346.751011
429	346.983303
430	347.235708
431	347.558736
432	347.801781
433	348.066592
434	348.333015
435	348.544437
436	348.788401
437	349.049346
438	349.27898
439	349.511908
440	349.742648
441	349.884395
442	350.171539
443	350.401905
444	350.631466
445	350.780056
446	351.061143
447	351.296865
448	351.420855
449	357.87994
450	358.196471
451	358.512695
452	358.820705
453	359.144551
454	359.452011
455	359.770367
456	360.079
457	360.401267
458	360.716504
459	361.020274
460	361.336388
461	361.644376
462	361.963585
463	362.28406
464	362.591096
465	362.891123
466	363.163577
467	363.448836
468	363.608156
469	363.697218
470	363.781057
471	363.844928
472	363.902139
473	363.95219
474	364.017025
475	364.075742
476	364.131244
477	364.184205
478	364.246029
479	364.304693
480	364.355005
481	358.227543
482	358.548764
483	358.862412
484	359.17516
485	359.500774
486	359.813812
487	360.128684
488	360.441451
489	360.762988
490	361.085559
491	361.392904
492	361.705923
493	362.014426
494	362.338564
495	362.660914
496	362.97498
497	363.275293
498	363.543622
499	363.831099
500	363.985146
501	364.071863
502	364.153281
503	364.209892
504	364.253837
505	364.300124
506	364.357664
507	364.413215
508	364.458991
509	364.504995
510	364.558821
511	364.613178
512	364.655609
513	358.228339
514	358.548442
515	358.866119
516	359.174783
517	359.497381
518	359.815289
519	360.132579
520	360.442151
521	360.761
522	361.082328
523	361.395202
524	361.709972
525	362.016012
526	362.337858
527	362.657334
528	362.971671
529	363.279088
530	363.547729
531	363.831908
532	363.983655
533	364.067229
534	364.150635
535	364.212577
536	364.255343
537	364.299352
538	364.353501
539	364.411548
540	364.461643
541	364.505289
542	364.555202
543	364.61324
544	364.65513
545	357.880498
546	358.196246
547	358.51529
548	358.820442
549	359.142176
550	359.453045
551	359.773094
552	360.07949
553	360.399876
554	360.714242
555	361.021882
556	361.339223
557	361.645486
558	361.963091
559	362.281555
560	362.58878
561	362.89378
562	363.166452
563	363.449403
564	363.607113
565	363.693973
566	363.779204
567	363.846807
568	363.903194
569	363.951649
570	364.014111
571	364.074575
572	364.133101
573	364.184411
574	364.243496
575	364.304737
576	364.35467
577	343.745403
578	344.098905
579	344.36508
580	344.554354
581	344.901571
582	345.158326
583	345.430973
584	345.626917
585	345.960276
586	346.224659
587	346.475411
588	346.751011
589	346.983303
590	347.235708
591	347.558736
592	347.801781
593	348.066592
594	348.333015
595	348.544437
596	348.788401
597	349.049346
598	349.27898
599	349.511908
600	349.742648
601	349.884395
602	350.171539
603	350.401905
604	350.631466
605	350.780056
606	351.061143
607	351.296865
608	351.420855
609	341.698956
610	341.993448
611	342.257482
612	342.485359
613	342.786383
614	343.038682
615	343.304785
616	343.533945
617	343.828876
618	344.090498
619	344.337425
620	344.603126
621	344.844396
622	345.106114
623	345.395776
624	345.642057
625	345.902945
626	346.159509
627	346.399345
628	346.638429
629	346.897457
630	347.148962
631	347.39901
632	347.647377
633	347.83453
634	348.100884
635	348.352562
636	348.599158
637	348.802879
638	349.058339
639	349.310128
640	349.50389
641	341.693439
642	342.01695
643	342.26392
644	342.469637
645	342.800289
646	343.071739
647	343.313372
648	343.509323
649	343.806376
650	344.12037
651	344.369519
652	344.61939
653	344.820425
654	345.077323
655	345.405381
656	345.681072
657	345.938694
658	346.167494
659	346.371123
660	346.616031
661	346.910839
662	347.179262
663	347.433072
664	347.623857
665	347.815563
666	348.110874
667	348.385322
668	348.614505
669	348.78752
670	349.066602
671	349.333876
672	349.500205
673	343.999462
674	344.265492
675	344.535328
676	344.795718
677	345.067496
678	345.328777
679	345.600363
680	345.861412
681	346.130375
682	346.398395
683	346.656485
684	346.926005
685	347.185086
686	347.454831
687	347.725057
688	347.984876
689	348.251826
690	348.505326
691	348.768951
692	349.002759
693	349.232277
694	349.461669
695	349.679792
696	349.905623
697	350.122041
698	350.345197
699	350.568337
700	350.784784
701	351.010439
702	351.227948
703	351.452917
704	351.664371
705	358.042284
706	358.382501
707	358.690806
708	358.983117
709	359.322593
710	359.646936
711	359.953679
712	360.246378
713	360.572008
714	360.905571
715	361.221147
716	361.526408
717	361.819052
718	362.134661
719	362.468089
720	362.790458
721	363.094581
722	363.354129
723	363.624832
724	363.78525
725	363.882991
726	363.977072
727	364.024463
728	364.065442
729	364.11376
730	364.18732
731	364.254997
732	364.292015
733	364.33219
734	364.403057
735	364.467525
736	364.495393
737	358.557346
738	358.895492
739	359.206524
740	359.507779
741	359.844727
742	360.172004
743	360.480968
744	360.782537
745	361.108818
746	361.441222
747	361.760632
748	362.067591
749	362.368115
750	362.688315
751	363.02036
752	363.345142
753	363.650257
754	363.911827
755	364.188934
756	364.34346
757	364.426754
758	364.514144
759	364.55404
760	364.588791
761	364.629098
762	364.685793
763	364.745095
764	364.77489
765	364.810299
766	364.864545
767	364.920064
768	364.945053
769	358.600249
770	358.919794
771	359.242236
772	359.555233
773	359.879374
774	360.192241
775	360.516618
776	360.832434
777	361.151121
778	361.472863
779	361.781901
780	362.103644
781	362.412364
782	362.737816
783	363.060158
784	363.371739
785	363.6767
786	363.95122
787	364.238626
788	364.387736
789	364.462338
790	364.535862
791	364.586673
792	364.631271
793	364.676122
794	364.718641
795	364.764696
796	364.807459
797	364.852148
798	364.895076
799	364.941338
800	364.98217
801	359.432681
802	360.578932
803	343.299872
804	344.053595
805	343.171331
806	343.171331
807	344.053595
808	343.299872
809	360.47495
810	355.080794
811	355.292502
812	355.310138
813	355.196185
814	355.310138
815	355.292502
816	355.080794
817	351.482269
818	352.192524
819	351.364735
820	351.364735
821	352.192524
822	351.482269
823	366.156092
824	359.739767
825	359.975772
826	359.996276
827	359.877989
828	359.996276
829	359.975772
830	359.739767
831	358.557346
832	358.895409
833	359.206524
834	359.507779
835	359.844692
836	360.1718
837	360.48096
838	360.782537
839	361.108818
